tire,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M53741458,M53741458,M53741458,M53741458,M53741458,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53762618,M53762618,M53762618,M53762618,M53762618,Empty',5,1,1,1,5,1,5,4,4,3,5,3,5,5,2,4,2,2,2,2,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53771795,M53771795,M53771795,M53771795,M53771795,Empty',2,3,3,3,4,2,4,3,4,4,4,4,3,3,5,4,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3,1,1,2,4,5,2,3,2,5,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53755934,M53755934,M53755934,M53755934,M53755934,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53796009,M53796009,M53796009,M53796009,M53796009,Empty',3,2,3,2,3,3,1,3,1,3,1,3,4,3,2,3,2,2,5,2,5,3,3,3,1,3,3,4,3,5,3,4,2,2,3,4,4,4,2,4,4,4,4,3,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53725576,M53725576,M53725576,M53725576,M53725576,Empty',3,3,3,5,2,2,2,1,3,4,1,1,1,1,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53701268,M53701268,M53701268,M53701268,M53701268,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53797811,M53797811,M53797811,M53797811,M53797811,Empty',3,3,3,2,2,2,4,4,4,4,3,3,3,3,5,5,4,2,4,2,2,3,3,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,3,4,3,2,3,4,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53760116,M53760116,M53760116,M53760116,M53760116,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53700471,M53700471,M53700471,M53700471,M53700471,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53749753,M53749753,M53749753,M53749753,M53749753,Empty',3,3,3,3,3,3,1,5,1,4,3,3,3,3,3,3,3,2,4,3,2,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,2,3,4,3,2,2,3,4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53747058,M53747058,M53747058,M53747058,M53747058,Empty',2,2,2,3,4,2,4,5,4,5,4,4,4,2,2,5,5,1,5,2,5,2,2,2,2,4,2,4,2,3,3,5,4,2,2,3,1,1,2,4,2,2,2,4,4,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53761671,M53761671,M53761671,M53761671,M53761671,Empty',3,3,3,3,4,3,4,4,4,4,3,3,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,2,3,5,5,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53706908,M53706908,M53706908,M53706908,M53706908,Empty',4,3,3,3,2,2,1,5,1,5,1,1,3,1,5,5,5,1,1,1,1,3,5,4,5,4,3,1,3,1,2,1,3,3,3,1,5,3,5,2,4,5,5,4,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53776900,M53776900,M53776900,M53776900,M53776900,Empty',1,3,2,3,2,4,9999,3,9999,5,9999,2,9999,2,9999,2,5,1,6,3,6,3,6,4,6,3,4,6,3,6,3,4,3,3,3,2,3,4,3,3,3,3,3,4,4,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53779833,M53779833,M53779833,M53779833,M53779833,Empty',2,3,3,3,5,2,2,4,3,3,2,4,2,4,2,3,2,2,4,1,3,2,3,4,4,5,5,3,3,3,2,3,4,4,3,3,3,4,3,4,2,3,2,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53776134,M53776134,M53776134,M53776134,M53776134,Empty',2,3,3,3,3,3,4,4,3,3,1,3,2,3,1,5,3,2,1,3,1,2,4,4,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,1,4,2,5,5,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53796654,M53796654,M53796654,M53796654,M53796654,Empty',1,3,3,3,3,3,4,3,4,4,3,3,1,2,5,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,5,1,1,1,5,5,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53730804,M53730804,M53730804,M53730804,M53730804,Empty',3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,1,2,2,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53715062,M53715062,M53715062,M53715062,M53715062,Empty',3,3,3,3,4,2,4,3,3,3,3,3,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,1,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53790771,M53790771,M53790771,M53790771,M53790771,Empty',3,3,2,5,5,1,2,5,3,4,1,4,3,4,3,3,2,2,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,5,1,2,2,5,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53767433,M53767433,M53767433,M53767433,M53767433,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53700355,M53700355,M53700355,M53700355,M53700355,Empty',3,2,3,3,4,2,2,3,3,3,3,3,4,3,2,4,3,2,4,4,3,3,2,3,2,3,2,3,3,3,3,4,3,3,3,1,1,1,2,2,4,4,4,3,2,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53758815,M53758815,M53758815,M53758815,M53758815,Empty',9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53747486,M53747486,M53747486,M53747486,M53747486,Empty',2,2,3,3,3,3,3,3,4,4,1,1,1,3,5,3,5,2,3,3,3,3,9999,9999,9999,9999,4,3,3,3,3,4,4,9999,3,4,3,3,3,5,2,4,4,3,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53741965,M53741965,M53741965,M53741965,M53741965,Empty',4,3,3,3,4,2,1,3,2,2,1,3,4,3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,3,2,3,3,3,3,3,3,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53700499,M53700499,M53700499,M53700499,M53700499,Empty',2,2,1,1,4,2,4,4,4,4,3,3,1,1,5,5,4,1,3,3,3,3,4,4,3,3,4,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53768069,M53768069,M53768069,M53768069,M53768069,Empty',3,3,3,4,4,1,6,5,6,5,6,5,6,3,3,3,5,1,6,5,6,3,6,3,6,2,2,6,3,6,3,3,3,3,3,3,3,4,2,5,1,1,1,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53757807,M53757807,M53757807,M53757807,M53757807,Empty',2,3,1,2,2,3,3,4,3,4,2,2,3,3,5,4,3,2,4,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,5,1,2,2,3,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53758285,M53758285,M53758285,M53758285,M53758285,Empty',3,3,2,2,4,2,6,5,6,4,6,3,6,2,6,4,5,1,6,2,6,3,6,3,6,3,4,6,3,6,3,2,4,4,3,4,4,3,4,4,2,3,2,4,3,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53779867,M53779867,M53779867,M53779867,M53779867,Empty',3,3,3,3,4,1,4,4,5,5,2,2,1,1,3,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53747959,M53747959,M53747959,M53747959,M53747959,Empty',2,3,3,2,5,1,5,5,5,4,2,3,1,2,3,5,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,5,2,3,3,3,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53736475,M53736475,M53736475,M53736475,M53736475,Empty',1,3,3,3,4,1,4,4,5,4,4,4,4,4,4,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,5,1,1,1,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53720494,M53720494,M53720494,M53720494,M53720494,Empty',4,3,3,3,4,3,3,3,3,3,3,3,4,3,5,4,3,2,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,5,1,1,1,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53728063,M53728063,M53728063,M53728063,M53728063,Empty',2,2,2,2,4,2,3,4,3,4,2,2,2,2,5,5,2,2,4,3,4,2,2,2,2,2,3,4,2,4,4,2,1,1,1,4,4,4,2,4,1,1,1,4,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53700183,M53700183,M53700183,M53700183,M53700183,Empty',3,4,3,3,4,2,1,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,5,1,3,3,5,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53710173,M53710173,M53710173,M53710173,M53710173,Empty',2,3,1,3,3,3,4,5,1,5,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,5,4,5,1,3,3,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53737838,M53737838,M53737838,M53737838,M53737838,Empty',3,3,3,3,3,3,4,4,4,4,3,3,3,3,5,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,3,4,3,4,3,3,3,5,5,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53774122,M53774122,M53774122,M53774122,M53774122,Empty',3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,3,4,3,3,3,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53737888,M53737888,M53737888,M53737888,M53737888,Empty',3,3,2,2,1,1,1,5,1,4,2,1,3,1,1,5,5,1,1,3,1,3,5,3,5,3,5,2,3,1,3,1,3,3,3,1,1,1,5,4,3,4,3,5,3,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53784954,M53784954,M53784954,M53784954,M53784954,Empty',1,3,1,2,4,2,2,3,2,3,4,4,4,4,4,4,2,2,4,3,4,4,3,3,3,3,2,3,3,3,3,4,2,2,3,5,4,4,3,4,3,3,3,2,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53716918,M53716918,M53716918,M53716918,M53716918,Empty',3,2,3,3,3,2,4,2,4,4,3,3,3,3,3,4,3,2,5,2,2,2,4,4,2,4,4,4,2,2,2,5,4,4,4,5,5,5,2,2,4,3,4,2,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53721739,M53721739,M53721739,M53721739,M53721739,Empty',3,3,3,3,5,3,5,5,5,5,1,2,2,3,3,5,5,1,2,3,2,3,4,4,3,3,5,3,3,3,3,3,3,3,3,2,2,3,4,4,2,3,3,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53720270,M53720270,M53720270,M53720270,M53720270,Empty',4,3,3,3,4,3,4,5,4,5,3,3,3,3,3,5,3,1,4,2,3,2,3,4,3,3,4,3,3,3,4,4,3,3,2,5,5,4,3,5,1,1,1,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53794144,M53794144,M53794144,M53794144,M53794144,Empty',4,3,9999,9999,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,5,2,5,5,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53769783,M53769783,M53769783,M53769783,M53769783,Empty',3,3,3,3,4,2,3,4,3,3,3,3,3,3,3,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,2,3,3,3,3,3,3,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53750713,M53750713,M53750713,M53750713,M53750713,Empty',2,3,2,3,4,2,4,3,5,4,1,3,1,1,5,4,4,2,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,5,4,4,4,3,4,3,4,3,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53747934,M53747934,M53747934,M53747934,M53747934,Empty',5,3,3,5,5,1,3,3,3,4,2,3,3,3,5,5,3,1,3,3,2,1,5,3,5,3,5,4,2,3,3,5,3,4,3,4,5,5,3,4,3,3,3,2,3,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53775753,M53775753,M53775753,M53775753,M53775753,Empty',3,3,3,5,4,1,4,6,5,6,3,6,3,6,3,5,2,1,3,6,3,6,3,6,3,6,4,3,6,3,6,3,2,2,3,3,3,2,3,5,1,1,1,5,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53776940,M53776940,M53776940,M53776940,M53776940,Empty',3,3,2,3,2,3,4,4,4,4,2,3,2,3,5,4,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,5,1,3,2,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53744781,M53744781,M53744781,M53744781,M53744781,Empty',3,3,3,3,4,1,3,4,4,5,2,3,2,3,5,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,5,1,2,1,5,4,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53747679,M53747679,M53747679,M53747679,M53747679,Empty',4,3,2,2,4,1,3,3,3,4,2,2,3,3,5,4,3,2,3,4,3,3,3,4,3,3,3,2,3,3,3,5,4,4,2,5,5,4,2,2,2,2,2,3,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53715771,M53715771,M53715771,M53715771,M53715771,Empty',3,3,3,3,5,1,1,5,1,5,5,3,5,3,2,5,3,2,2,3,2,3,5,3,5,3,5,2,3,2,3,4,4,3,4,4,5,5,3,4,2,3,3,4,3,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53748477,M53748477,M53748477,M53748477,M53748477,Empty',3,2,3,3,4,2,4,4,3,3,3,4,2,3,4,3,2,4,5,3,4,3,1,3,3,3,2,5,3,4,2,5,5,4,3,5,5,4,4,4,2,1,1,3,4,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53797471,M53797471,M53797471,M53797471,M53797471,Empty',3,3,3,3,2,3,3,4,3,3,2,2,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,1,4,4,3,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53798849,M53798849,M53798849,M53798849,M53798849,Empty',3,3,3,3,3,1,4,4,5,5,1,1,1,1,5,5,4,1,3,3,2,3,3,3,4,4,3,3,3,3,3,4,4,4,3,3,4,3,3,5,1,1,1,3,4,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53768751,M53768751,M53768751,M53768751,M53768751,Empty',3,2,3,3,4,3,3,3,2,3,2,2,5,3,2,3,2,3,3,2,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,4,2,3,4,4,4,3,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53702312,M53702312,M53702312,M53702312,M53702312,Empty',2,2,3,3,2,1,1,5,4,4,3,3,2,2,4,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,4,2,3,3,2,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53764293,M53764293,M53764293,M53764293,M53764293,Empty',2,4,3,3,4,2,3,3,4,4,2,2,1,4,5,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,4,5,1,4,2,4,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53711411,M53711411,M53711411,M53711411,M53711411,Empty',2,3,3,3,3,1,3,4,3,3,4,4,3,3,3,4,3,2,4,4,4,4,3,3,3,3,3,4,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53743642,M53743642,M53743642,M53743642,M53743642,Empty',2,3,2,2,4,2,4,4,4,4,4,3,4,4,3,4,4,2,2,3,3,3,2,2,3,3,2,3,3,4,4,3,2,2,2,3,3,2,4,3,2,2,2,4,3,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53799035,M53799035,M53799035,M53799035,M53799035,Empty',3,2,3,3,3,3,3,3,5,5,2,2,3,3,3,5,5,1,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,5,5,4,4,2,2,2,4,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53765456,M53765456,M53765456,M53765456,M53765456,Empty',3,3,3,3,4,2,3,3,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,5,1,2,2,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53787648,M53787648,M53787648,M53787648,M53787648,Empty',2,3,3,3,4,2,2,3,3,3,3,4,3,4,2,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,2,3,3,4,2,4,3,4,3,4,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53751191,M53751191,M53751191,M53751191,M53751191,Empty',3,3,9999,9999,4,2,1,5,1,5,9999,1,9999,1,9999,5,5,1,9999,3,9999,3,9999,3,9999,3,3,9999,3,9999,3,3,9999,9999,3,1,1,1,3,5,1,1,1,5,5,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
M53728683,M53728683,M53728683,M53728683,M53728683,Empty',3,3,4,3,4,2,9999,4,9999,4,3,5,9999,4,9999,4,3,2,9999,3,9999,3,9999,3,9999,3,2,9999,3,9999,3,4,2,2,2,4,2,2,2,4,2,3,3,4,5,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1
